prompt_id,instance_id,response,correct,message
1806,358,,,
2352,286,,,
1922,533,,,
4454,976,,,
4450,1885,,,
322,1573,,,
2588,1065,,,
4211,1549,,,
2886,145,,,
758,1538,,,
2447,800,,,
1277,397,,,
479,1404,,,
1218,895,,,
3097,1798,,,
2032,988,,,
3361,1276,,,
2497,1936,,,
3072,963,,,
387,1083,,,
1214,552,,,
1473,1844,,,
1992,1378,,,
898,290,,,
2066,510,,,
2142,91,,,
1111,1237,,,
3954,460,,,
3035,200,,,
3112,1797,,,
3704,208,,,
3175,1816,,,
3913,1562,,,
1550,524,,,
536,461,,,
924,844,,,
2778,1219,,,
2456,450,,,
203,1409,,,
2392,1506,,,
2170,1296,,,
1628,168,,,
713,1433,,,
4373,594,,,
1703,1860,,,
2509,991,,,
2086,1034,,,
3656,840,,,
3124,1733,,,
1887,1284,,,
709,627,,,
319,1811,,,
1315,389,,,
4058,977,,,
4057,206,,,
995,1508,,,
899,573,,,
2690,344,,,
132,1085,,,
3422,1119,,,
1233,1562,,,
962,221,,,
3923,703,,,
1061,441,,,
3270,213,,,
2849,1774,,,
538,1637,,,
3790,1884,,,
1792,109,,,
1356,1284,,,
4271,1536,,,
935,1387,,,
3584,1941,,,
1184,1876,,,
699,914,,,
449,852,,,
4222,88,,,
4103,950,,,
1917,1081,,,
1305,876,,,
1314,1522,,,
821,1343,,,
2065,314,,,
3330,1749,,,
633,958,,,
2703,683,,,
3713,499,,,
1827,606,,,
3863,65,,,
3650,602,,,
4060,960,,,
955,1075,,,
225,1402,,,
3011,775,,,
1148,961,,,
4310,894,,,
3785,234,,,
4087,1956,,,
8,426,,,
3708,727,,,
2449,1251,,,
2904,1241,,,
679,542,,,
3130,593,,,
1648,674,,,
473,1587,,,
2133,376,,,
2299,1726,,,
2665,1749,,,
428,1641,,,
86,1699,,,
1489,1336,,,
49,629,,,
1098,683,,,
3164,1787,,,
4368,624,,,
2047,245,,,
4147,108,,,
287,34,,,
1787,339,,,
2597,1558,,,
2904,615,,,
463,1631,,,
1426,1838,,,
2652,1107,,,
4219,931,,,
3353,954,,,
3796,1195,,,
3326,1875,,,
396,407,,,
1994,616,,,
398,1332,,,
2283,777,,,
71,763,,,
1725,1343,,,
2291,575,,,
3423,567,,,
3852,747,,,
2919,234,,,
2496,866,,,
577,401,,,
4500,469,,,
1226,765,,,
2014,104,,,
3556,947,,,
4544,282,,,
4236,308,,,
807,955,,,
374,1172,,,
633,974,,,
2043,718,,,
1108,1329,,,
3744,1483,,,
1447,463,,,
601,444,,,
406,1172,,,
2630,876,,,
839,1898,,,
2044,350,,,
2051,1167,,,
2355,1343,,,
3148,443,,,
504,423,,,
843,959,,,
2604,1410,,,
1339,1048,,,
1249,81,,,
24,1034,,,
826,1238,,,
1971,1015,,,
4491,818,,,
1418,343,,,
3033,1699,,,
1980,197,,,
1458,92,,,
264,933,,,
1652,901,,,
644,450,,,
3244,351,,,
4387,12,,,
1019,1425,,,
3448,695,,,
1864,974,,,
3484,184,,,
75,1641,,,
1992,1595,,,
4508,1278,,,
721,63,,,
4017,347,,,
2059,1371,,,
3190,1660,,,
105,1920,,,
3907,1794,,,
4280,1100,,,
2569,135,,,
4077,1280,,,
3593,1552,,,
4044,1023,,,
1545,153,,,
387,660,,,
358,1098,,,
194,139,,,
2966,229,,,
1085,1008,,,
677,1487,,,
2155,1405,,,
836,1087,,,
422,810,,,
3975,546,,,
74,230,,,
3831,1038,,,
957,959,,,
3638,310,,,
2025,770,,,
2256,984,,,
3063,777,,,
231,800,,,
4472,491,,,
2689,1476,,,
874,182,,,
1512,998,,,
1817,1495,,,
3848,1025,,,
53,1722,,,
4438,601,,,
3114,1637,,,
678,1746,,,
923,1678,,,
675,627,,,
2549,1147,,,
3035,117,,,
2177,392,,,
3048,318,,,
3525,1744,,,
3964,1106,,,
1189,478,,,
3317,183,,,
2886,1338,,,
2838,1956,,,
3267,484,,,
963,1441,,,
1560,1659,,,
3804,804,,,
3588,1070,,,
4181,1732,,,
656,781,,,
1982,925,,,
3684,403,,,
3742,1119,,,
975,1694,,,
4202,1835,,,
4198,598,,,
3483,1147,,,
1185,1751,,,
3570,1351,,,
2017,1227,,,
2972,1445,,,
3362,178,,,
893,1658,,,
1128,65,,,
3369,1844,,,
3201,1589,,,
3696,370,,,
4562,1185,,,
1835,165,,,
211,1799,,,
3122,1419,,,
3048,1803,,,
4147,982,,,
1740,833,,,
3848,832,,,
825,1659,,,
1640,1591,,,
4567,708,,,
4401,1910,,,
4008,618,,,
2403,603,,,
390,791,,,
1391,901,,,
1172,1295,,,
1823,1641,,,
2421,1423,,,
3194,445,,,
577,1081,,,
2532,1490,,,
2492,845,,,
3279,1610,,,
3198,540,,,
1475,1270,,,
4145,1974,,,
3558,1968,,,
1717,1883,,,
1832,356,,,
7,239,,,
2490,436,,,
926,1054,,,
600,1571,,,
3834,514,,,
3490,941,,,
811,1413,,,
2501,811,,,
1460,1189,,,
857,1757,,,
3142,638,,,
1556,1339,,,
2479,29,,,
4289,1186,,,
1902,477,,,
945,710,,,
3328,909,,,
4461,1212,,,
3535,1581,,,
1738,394,,,
3486,1603,,,
2197,492,,,
4019,1621,,,
228,565,,,
2099,535,,,
3257,566,,,
2627,523,,,
3163,825,,,
4518,1021,,,
3250,1168,,,
4282,1011,,,
4052,3,,,
183,544,,,
1815,1451,,,
3165,1813,,,
1940,1027,,,
25,166,,,
237,919,,,
2334,1176,,,
4540,1244,,,
1844,1141,,,
4080,805,,,
1911,481,,,
3368,1146,,,
1904,655,,,
660,1349,,,
2890,9,,,
1519,781,,,
1216,143,,,
953,143,,,
1406,998,,,
4047,1934,,,
483,1235,,,
3215,745,,,
2766,1655,,,
1871,232,,,
2350,302,,,
540,693,,,
366,855,,,
2216,926,,,
418,850,,,
3163,1040,,,
1217,1290,,,
790,213,,,
687,1004,,,
4556,1670,,,
3788,1658,,,
1428,1829,,,
1076,226,,,
4308,161,,,
1315,1998,,,
2355,473,,,
4024,1965,,,
1040,1687,,,
4350,566,,,
1615,958,,,
171,634,,,
734,93,,,
4500,537,,,
958,175,,,
3744,515,,,
3359,925,,,
448,383,,,
4030,764,,,
2807,769,,,
3759,1555,,,
4410,1817,,,
4367,895,,,
2114,608,,,
4001,1827,,,
2389,1159,,,
477,296,,,
2648,976,,,
1352,999,,,
1130,1953,,,
893,27,,,
4113,419,,,
1042,386,,,
925,1867,,,
2341,1530,,,
3432,1570,,,
2816,987,,,
3502,643,,,
2985,1802,,,
4335,196,,,
796,512,,,
4484,45,,,
855,1378,,,
78,1944,,,
3629,983,,,
645,1344,,,
4131,1058,,,
1772,348,,,
2628,1712,,,
3408,1982,,,
2040,1135,,,
794,1029,,,
3422,7,,,
1678,1404,,,
789,1055,,,
1410,1317,,,
3867,273,,,
3074,1252,,,
2956,280,,,
3763,793,,,
1493,491,,,
3476,784,,,
867,21,,,
3511,148,,,
2559,537,,,
3443,1405,,,
1828,67,,,
4093,1352,,,
4254,4,,,
595,1712,,,
743,1819,,,
1772,345,,,
4408,1372,,,
449,457,,,
3288,62,,,
4449,662,,,
1398,594,,,
397,594,,,
954,1744,,,
1737,1946,,,
108,1582,,,
4190,1764,,,
644,1506,,,
3573,1411,,,
4141,1794,,,
2919,1474,,,
1581,936,,,
1440,1339,,,
964,25,,,
3263,636,,,
1860,1254,,,
1631,670,,,
3536,1145,,,
1011,234,,,
2030,1387,,,
644,1879,,,
3944,764,,,
4419,1653,,,
2763,808,,,
2246,287,,,
307,570,,,
380,1853,,,
2604,870,,,
472,265,,,
2035,1381,,,
3994,1690,,,
1370,432,,,
2996,1797,,,
2481,1614,,,
3116,1953,,,
4327,1184,,,
2792,1285,,,
4223,1716,,,
1886,1331,,,
2866,1566,,,
3532,861,,,
1966,925,,,
1037,718,,,
1284,1419,,,
4041,1767,,,
2335,1660,,,
1827,539,,,
1292,1841,,,
1220,1094,,,
2702,901,,,
2869,243,,,
887,1740,,,
3673,1517,,,
2284,933,,,
585,40,,,
1545,1315,,,
2706,1539,,,
560,199,,,
2131,437,,,
4140,76,,,
3531,744,,,
1505,1595,,,
891,1323,,,
1528,770,,,
1575,1947,,,
3404,468,,,
313,174,,,
1019,678,,,
4546,1262,,,
3314,1785,,,
1956,1654,,,
2190,879,,,
3003,374,,,
2166,11,,,
819,601,,,
1744,140,,,
2111,648,,,
2670,852,,,
1960,1761,,,
786,1990,,,
2633,1239,,,
3268,607,,,
1825,1203,,,
442,521,,,
2033,154,,,
72,1590,,,
3354,1945,,,
4373,242,,,
2832,1255,,,
387,127,,,
3595,1550,,,
2565,1387,,,
3039,1446,,,
4516,511,,,
3899,288,,,
1137,1192,,,
2328,778,,,
269,732,,,
1475,142,,,
902,1428,,,
3866,662,,,
4055,1042,,,
1578,1189,,,
2756,1373,,,
779,1413,,,
3510,1904,,,
3359,611,,,
4263,559,,,
539,88,,,
558,403,,,
1729,1401,,,
1810,404,,,
3946,1163,,,
1611,1073,,,
3596,1959,,,
3798,1091,,,
241,906,,,
4011,1195,,,
1141,1145,,,
1015,448,,,
4016,1307,,,
1898,1756,,,
2464,43,,,
93,1000,,,
1512,259,,,
2563,1635,,,
1112,736,,,
1439,1840,,,
1432,479,,,
2268,105,,,
789,24,,,
4405,1585,,,
1925,953,,,
514,971,,,
3454,777,,,
2060,1058,,,
1550,900,,,
1968,1432,,,
3639,1301,,,
2622,1770,,,
2588,466,,,
120,1878,,,
789,1497,,,
4565,1484,,,
837,1692,,,
2600,1013,,,
2434,573,,,
2251,1953,,,
1410,1876,,,
2487,972,,,
2271,455,,,
1302,1538,,,
258,1040,,,
1319,1776,,,
2344,1422,,,
2052,563,,,
3085,1610,,,
61,867,,,
2580,1530,,,
3684,869,,,
3450,1364,,,
2944,1441,,,
762,405,,,
989,1987,,,
4318,139,,,
3571,1699,,,
546,632,,,
2821,1246,,,
3494,191,,,
2298,365,,,
67,1308,,,
2390,1642,,,
2591,983,,,
4152,607,,,
2949,80,,,
1614,28,,,
4522,1477,,,
544,1758,,,
1614,1975,,,
3921,651,,,
326,1171,,,
2683,1361,,,
2609,492,,,
1126,92,,,
2517,544,,,
2724,1048,,,
782,1982,,,
468,215,,,
4266,408,,,
1502,526,,,
3234,351,,,
638,639,,,
592,461,,,
227,1709,,,
1674,1313,,,
2670,294,,,
3215,1235,,,
2680,748,,,
2241,336,,,
1520,686,,,
1471,1211,,,
295,1116,,,
1463,1632,,,
2028,1786,,,
4028,1860,,,
3206,781,,,
3201,269,,,
3630,890,,,
3551,1936,,,
1453,982,,,
1408,580,,,
2910,1270,,,
1960,1310,,,
1943,1509,,,
4506,1735,,,
3218,1826,,,
782,829,,,
2097,1126,,,
779,18,,,
548,1666,,,
4544,1335,,,
1609,1132,,,
136,510,,,
1933,1080,,,
2563,177,,,
1063,1644,,,
2352,1058,,,
1248,392,,,
2466,1455,,,
18,930,,,
3175,969,,,
3562,279,,,
1490,896,,,
4298,437,,,
1575,1118,,,
2266,519,,,
1604,1757,,,
1690,1829,,,
2515,1636,,,
4340,407,,,
4519,1543,,,
1929,1989,,,
1997,1169,,,
2158,1705,,,
1750,1197,,,
3964,1596,,,
3111,1133,,,
860,129,,,
4419,412,,,
3198,300,,,
3658,1903,,,
2134,158,,,
312,1510,,,
4259,306,,,
3646,351,,,
3036,881,,,
2415,1347,,,
1474,228,,,
2384,1418,,,
2089,1037,,,
1481,782,,,
3218,1754,,,
1120,616,,,
2766,619,,,
2881,1411,,,
174,1372,,,
3772,1851,,,
2256,889,,,
1712,1966,,,
2852,693,,,
182,218,,,
2914,344,,,
1368,186,,,
4387,1534,,,
3130,1566,,,
2281,1068,,,
4023,428,,,
69,530,,,
2086,1153,,,
3581,534,,,
3539,1147,,,
2377,319,,,
2741,111,,,
1757,1329,,,
2707,279,,,
806,737,,,
3945,738,,,
3396,388,,,
2752,1241,,,
375,1662,,,
2169,837,,,
3841,406,,,
1045,459,,,
4387,1060,,,
1689,1095,,,
38,4,,,
315,1433,,,
2853,1485,,,
2298,437,,,
1143,1999,,,
4266,1895,,,
3819,1168,,,
1780,1252,,,
2304,1921,,,
2389,187,,,
3371,1874,,,
3164,1915,,,
4331,838,,,
3637,1254,,,
3604,1172,,,
3774,1319,,,
4520,1150,,,
2166,115,,,
3833,948,,,
137,1176,,,
3427,895,,,
893,640,,,
3838,862,,,
186,1287,,,
3634,402,,,
431,1881,,,
713,124,,,
2188,547,,,
3693,1266,,,
688,331,,,
677,1505,,,
220,1537,,,
1802,1313,,,
4392,546,,,
2186,676,,,
3758,718,,,
860,1846,,,
2824,1274,,,
3289,1856,,,
4030,357,,,
3007,579,,,
3513,833,,,
3625,24,,,
2732,1907,,,
0,874,,,
2841,557,,,
642,698,,,
4553,1011,,,
4237,1582,,,
3543,323,,,
167,1607,,,
804,1313,,,
3224,486,,,
4122,240,,,
2453,1876,,,
2187,827,,,
1515,1693,,,
1714,1446,,,
2383,186,,,
1740,1068,,,
3086,974,,,
3648,1048,,,
4337,1900,,,
2748,1337,,,
2334,73,,,
2719,1270,,,
139,1164,,,
2811,448,,,
3430,1233,,,
3426,1989,,,
1923,1467,,,
4064,102,,,
2878,1208,,,
2607,1491,,,
382,394,,,
1138,920,,,
2217,111,,,
1492,1479,,,
3645,1958,,,
604,1670,,,
3956,625,,,
4505,366,,,
1407,1543,,,
2777,1505,,,
3738,1665,,,
1043,615,,,
2522,288,,,
279,560,,,
1090,1946,,,
2771,1853,,,
467,446,,,
2019,573,,,
4520,1545,,,
2715,1234,,,
4114,1274,,,
3588,1856,,,
1446,899,,,
3157,820,,,
2523,1514,,,
4313,214,,,
598,977,,,
3450,0,,,
2091,1720,,,
4339,894,,,
2411,1837,,,
2050,1943,,,
3415,1764,,,
434,572,,,
3232,1322,,,
1643,24,,,
2710,325,,,
4296,438,,,
2942,1357,,,
1851,1324,,,
158,1867,,,
709,1030,,,
182,669,,,
666,1235,,,
1185,662,,,
3684,1827,,,
3165,1271,,,
2797,595,,,
705,283,,,
1748,313,,,
12,1749,,,
2465,1609,,,
4225,946,,,
3094,677,,,
1236,1473,,,
4108,235,,,
3855,1941,,,
2938,699,,,
4397,300,,,
3154,1046,,,
3983,635,,,
409,274,,,
1813,1836,,,
3248,1686,,,
2747,1352,,,
3480,1788,,,
1230,908,,,
432,1813,,,
1629,1881,,,
3543,1753,,,
1808,1720,,,
2128,883,,,
2550,1032,,,
2359,750,,,
1772,780,,,
2165,1300,,,
3380,659,,,
4267,67,,,
3166,1750,,,
2051,1810,,,
1951,879,,,
880,804,,,
4506,1016,,,
603,951,,,
1262,1644,,,
1645,1302,,,
1865,424,,,
3110,727,,,
3688,1704,,,
3537,604,,,
744,1448,,,
3999,1014,,,
401,242,,,
3762,472,,,
1844,322,,,
1040,919,,,
3745,1048,,,
2528,1558,,,
2348,627,,,
2997,979,,,
3867,29,,,
3871,1551,,,
3590,785,,,
1451,1466,,,
3468,993,,,
1140,107,,,
3255,1660,,,
2055,473,,,
3291,1618,,,
3728,1421,,,
4514,1219,,,
2626,88,,,
345,221,,,
4273,999,,,
4096,1756,,,
4159,1803,,,
2222,1404,,,
4159,64,,,
3140,283,,,
2286,1737,,,
2406,622,,,
2008,928,,,
2392,1881,,,
4214,1480,,,
2804,331,,,
1160,925,,,
2970,1524,,,
1596,3,,,
3742,746,,,
3856,420,,,
2128,1228,,,
230,1323,,,
2013,980,,,
3994,1291,,,
3265,1270,,,
3906,1685,,,
3522,617,,,
3987,547,,,
2360,993,,,
209,1819,,,
2224,289,,,
1260,1591,,,
188,1964,,,
4026,1384,,,
3533,1422,,,
3919,1096,,,
2975,744,,,
675,862,,,
2584,1500,,,
3734,418,,,
2942,316,,,
1675,775,,,
2500,413,,,
740,882,,,
637,1610,,,
2659,1906,,,
3952,1175,,,
1742,585,,,
1744,1016,,,
498,487,,,
488,250,,,
271,213,,,
390,335,,,
2330,94,,,
280,701,,,
3431,577,,,
3125,1212,,,
3342,517,,,
4246,1319,,,
1258,846,,,
2031,917,,,
2436,1878,,,
2209,987,,,
2880,1395,,,
2048,433,,,
4406,1654,,,
2797,1758,,,
3545,1177,,,
3065,1361,,,
2063,1236,,,
2868,1088,,,
1512,831,,,
1680,225,,,
1091,1291,,,
3452,1818,,,
3605,1487,,,
267,1064,,,
113,139,,,
308,1740,,,
2182,1926,,,
3912,1157,,,
242,924,,,
660,54,,,
588,755,,,
502,1471,,,
2059,1066,,,
2580,1777,,,
3033,1885,,,
3535,178,,,
652,1221,,,
659,1786,,,
4209,1902,,,
3347,1841,,,
2637,54,,,
674,45,,,
727,1669,,,
853,1978,,,
2669,1896,,,
4214,584,,,
1803,1729,,,
3756,1217,,,
2320,1968,,,
3370,978,,,
3576,1572,,,
641,1483,,,
2616,1819,,,
2570,760,,,
3945,1748,,,
3763,1570,,,
3565,1170,,,
780,443,,,
4284,577,,,
3425,1199,,,
4287,1210,,,
4084,172,,,
0,1016,,,
2354,771,,,
3871,1679,,,
3452,1665,,,
3354,1140,,,
3216,388,,,
1235,639,,,
132,1474,,,
3127,1634,,,
1117,179,,,
3094,450,,,
3389,1960,,,
2878,156,,,
3145,239,,,
140,1465,,,
4418,1479,,,
568,1499,,,
2317,314,,,
1376,665,,,
1951,1577,,,
1942,897,,,
30,552,,,
1513,1981,,,
1559,1499,,,
4163,1885,,,
3546,1642,,,
2397,474,,,
145,1080,,,
2646,1998,,,
2334,83,,,
4036,848,,,
2029,1583,,,
4488,317,,,
3542,1552,,,
1465,1584,,,
1304,1984,,,
562,1519,,,
2125,968,,,
459,1321,,,
2974,422,,,
563,1996,,,
1814,606,,,
740,416,,,
4462,378,,,
3259,792,,,
3154,1869,,,
270,764,,,
2586,878,,,
4064,1471,,,
2579,1482,,,
3783,1669,,,
2043,1547,,,
1788,1148,,,
757,801,,,
2125,183,,,
3806,1225,,,
4197,362,,,
2848,1288,,,
1406,871,,,
2190,1383,,,
3818,1120,,,
2510,289,,,
2537,198,,,
1075,887,,,
22,680,,,
1576,1757,,,
2745,1436,,,
2201,1285,,,
2365,1626,,,
864,1943,,,
139,1980,,,
1396,1139,,,
1895,483,,,
4232,926,,,
4033,1349,,,
1892,1969,,,
2997,1328,,,
688,1197,,,
4506,1922,,,
3408,374,,,
3469,1399,,,
2601,515,,,
4168,614,,,
4018,1404,,,
2537,211,,,
801,431,,,
1709,988,,,
756,854,,,
1707,1110,,,
3074,332,,,
640,1033,,,
4240,595,,,
1576,418,,,
72,1346,,,
1185,1544,,,
2980,1658,,,
4312,1460,,,
3136,809,,,
1640,1559,,,
2244,509,,,
3509,1740,,,
2669,1864,,,
4483,1634,,,
658,1611,,,
2929,1657,,,
1761,1859,,,
4422,1434,,,
4512,1558,,,
3059,318,,,
1407,1018,,,
997,1281,,,
4101,1387,,,
2750,726,,,
2883,794,,,
485,1174,,,
4383,343,,,
2546,1381,,,
637,675,,,
1432,1718,,,
3146,1280,,,
2770,1392,,,
3028,681,,,
4352,515,,,
927,1611,,,
3160,1497,,,
3864,1538,,,
2895,864,,,
1491,1243,,,
1804,1330,,,
4513,770,,,
1724,293,,,
814,1093,,,
1848,686,,,
2609,540,,,
4466,1775,,,
769,473,,,
344,752,,,
465,930,,,
1644,1659,,,
4470,66,,,
545,1044,,,
2165,1910,,,
3231,243,,,
1586,216,,,
2173,1251,,,
1066,985,,,
1451,1298,,,
2615,415,,,
1316,1808,,,
862,642,,,
3103,1168,,,
3886,1067,,,
2031,824,,,
436,795,,,
852,652,,,
1454,992,,,
531,240,,,
4320,446,,,
2637,675,,,
1298,66,,,
3960,1915,,,
1620,1234,,,
2476,505,,,
760,1333,,,
731,239,,,
2480,1419,,,
3368,1361,,,
739,431,,,
1649,1113,,,
2092,1231,,,
703,735,,,
2787,1759,,,
2989,710,,,
3040,797,,,
1642,602,,,
452,1544,,,
526,1147,,,
2690,929,,,
1874,996,,,
327,171,,,
1592,476,,,
493,1962,,,
2577,1854,,,
2490,24,,,
86,184,,,
3773,60,,,
3698,1949,,,
4469,1313,,,
737,1586,,,
837,509,,,
398,125,,,
3416,817,,,
3024,1246,,,
2542,834,,,
2624,964,,,
2682,803,,,
3830,796,,,
3412,595,,,
3625,428,,,
1991,596,,,
2562,215,,,
2730,1609,,,
2546,1168,,,
1003,1904,,,
1541,1026,,,
824,883,,,
1185,1627,,,
3410,1794,,,
2238,1868,,,
2862,1121,,,
1280,1914,,,
462,28,,,
3497,1714,,,
2573,1026,,,
688,308,,,
863,1714,,,
192,334,,,
3517,1556,,,
877,1609,,,
3208,371,,,
3192,329,,,
782,1047,,,
144,1748,,,
493,1749,,,
4416,138,,,
1110,1564,,,
1342,990,,,
2097,1300,,,
1124,108,,,
1035,1968,,,
3393,352,,,
4492,1002,,,
1186,224,,,
3501,874,,,
4223,626,,,
1056,1031,,,
1274,1224,,,
702,571,,,
4187,1558,,,
2984,1865,,,
3373,265,,,
1430,507,,,
3196,609,,,
3199,1829,,,
1224,1668,,,
255,1330,,,
4438,463,,,
1623,1287,,,
2273,463,,,
4165,1062,,,
724,725,,,
32,1143,,,
93,609,,,
2896,551,,,
1932,1390,,,
1167,594,,,
2950,468,,,
4129,1042,,,
1086,763,,,
1112,1837,,,
412,714,,,
1688,196,,,
1324,1144,,,
1222,1583,,,
255,1815,,,
391,267,,,
3886,937,,,
2242,1087,,,
2848,1561,,,
4138,978,,,
1080,1216,,,
2131,909,,,
1605,741,,,
3884,1214,,,
1024,446,,,
1214,474,,,
2933,124,,,
741,647,,,
2476,1342,,,
2807,960,,,
1562,1041,,,
374,1890,,,
2778,328,,,
4292,1242,,,
193,1028,,,
1236,1305,,,
4328,1196,,,
3350,1395,,,
133,1365,,,
3188,1086,,,
368,828,,,
2416,449,,,
240,1180,,,
1455,899,,,
1526,264,,,
2199,105,,,
107,649,,,
3510,1429,,,
3008,518,,,
2520,483,,,
2210,634,,,
3784,1138,,,
3348,452,,,
2861,129,,,
349,916,,,
195,813,,,
2157,698,,,
699,1766,,,
4216,1525,,,
4236,1505,,,
2772,573,,,
3654,1031,,,
3289,1071,,,
2177,1129,,,
1713,545,,,
295,1870,,,
786,1182,,,
3262,1152,,,
2761,1558,,,
2973,170,,,
3618,1963,,,
1128,1171,,,
1850,347,,,
4318,1313,,,
4128,695,,,
4453,69,,,
4266,1901,,,
4281,1954,,,
3714,919,,,
3195,735,,,
2915,1688,,,
3569,1862,,,
1993,1200,,,
621,675,,,
1728,170,,,
3266,260,,,
440,251,,,
3495,915,,,
1073,1107,,,
1158,132,,,
193,385,,,
739,1499,,,
819,924,,,
1623,899,,,
3206,94,,,
76,1044,,,
2344,267,,,
4043,529,,,
2324,879,,,
3751,1059,,,
668,166,,,
129,777,,,
1797,1694,,,
4269,597,,,
139,1799,,,
1739,164,,,
2762,254,,,
1017,296,,,
2150,865,,,
4370,1876,,,
2706,1215,,,
2062,1392,,,
1413,775,,,
2431,857,,,
2584,48,,,
615,1764,,,
1023,1424,,,
2177,1641,,,
3855,842,,,
400,1625,,,
3034,107,,,
1957,1115,,,
2580,1110,,,
3695,364,,,
1074,1947,,,
2007,1954,,,
3006,1083,,,
779,1892,,,
3429,1197,,,
3978,299,,,
1803,701,,,
472,485,,,
2779,1670,,,
1854,825,,,
1057,1529,,,
3303,1608,,,
4139,292,,,
65,1318,,,
2146,413,,,
4282,1331,,,
4337,969,,,
3389,202,,,
4435,463,,,
3471,1627,,,
2782,1497,,,
3187,1316,,,
1251,1485,,,
1399,428,,,
3083,638,,,
4486,395,,,
1556,1380,,,
1332,1076,,,
4408,1061,,,
1382,40,,,
4500,1345,,,
13,1029,,,
929,637,,,
4420,631,,,
1831,1044,,,
1294,94,,,
2059,297,,,
3133,573,,,
1758,1672,,,
350,191,,,
3664,115,,,
4277,1611,,,
4313,1516,,,
2876,35,,,
3582,1459,,,
4489,803,,,
2500,47,,,
3543,794,,,
4068,256,,,
3435,345,,,
4154,233,,,
4214,573,,,
154,1928,,,
3348,1879,,,
2336,1168,,,
2717,951,,,
1835,1048,,,
4023,866,,,
2254,1746,,,
2354,1824,,,
2730,212,,,
3984,240,,,
2807,1736,,,
1229,867,,,
665,1273,,,
1938,397,,,
2998,420,,,
1683,624,,,
680,1671,,,
4006,399,,,
2704,598,,,
2890,1662,,,
2766,342,,,
1330,1563,,,
4219,39,,,
4098,425,,,
2302,131,,,
4508,908,,,
3836,1137,,,
2318,1811,,,
729,1387,,,
539,1967,,,
2442,399,,,
4417,272,,,
3236,179,,,
1312,1484,,,
3594,1764,,,
3722,1115,,,
2711,918,,,
1009,309,,,
988,635,,,
4135,1513,,,
3560,268,,,
2157,634,,,
2807,419,,,
1879,432,,,
2249,1865,,,
3407,1915,,,
2982,1873,,,
2670,79,,,
603,987,,,
3004,1451,,,
3656,18,,,
2606,358,,,
936,213,,,
3383,299,,,
3696,36,,,
4440,1680,,,
3579,1996,,,
1992,1997,,,
66,1159,,,
417,1864,,,
1732,1259,,,
2944,176,,,
4230,1043,,,
1540,1747,,,
511,1855,,,
924,1827,,,
3321,1837,,,
1607,1727,,,
315,1494,,,
720,521,,,
2745,874,,,
3987,1906,,,
1302,395,,,
1447,951,,,
2355,746,,,
1212,1725,,,
1059,172,,,
4398,731,,,
2355,449,,,
4542,26,,,
1803,544,,,
2561,249,,,
1404,393,,,
4023,313,,,
3200,1706,,,
3441,182,,,
409,1072,,,
4361,479,,,
2131,80,,,
3656,1097,,,
413,1374,,,
694,1376,,,
4245,1817,,,
281,1494,,,
2303,937,,,
68,7,,,
1711,241,,,
1648,1322,,,
2516,1378,,,
42,21,,,
603,1799,,,
2798,1631,,,
1838,1133,,,
3679,1061,,,
2030,272,,,
3143,901,,,
4420,1328,,,
3348,327,,,
3357,1009,,,
4076,1241,,,
875,319,,,
2901,1599,,,
2737,343,,,
2191,460,,,
2286,902,,,
3496,1238,,,
132,624,,,
2894,993,,,
2055,1240,,,
1293,1752,,,
3296,628,,,
343,240,,,
3669,669,,,
4064,1510,,,
2242,953,,,
3379,1564,,,
1155,1684,,,
4158,1701,,,
1141,259,,,
403,617,,,
2791,760,,,
1729,1649,,,
3314,477,,,
2507,930,,,
528,407,,,
898,603,,,
1284,1562,,,
4451,1948,,,
2927,1670,,,
3428,729,,,
3728,597,,,
1288,379,,,
4205,617,,,
3057,136,,,
357,273,,,
1432,80,,,
717,311,,,
2998,463,,,
2692,1200,,,
1824,1189,,,
2062,1533,,,
164,1015,,,
4170,419,,,
3808,673,,,
2853,1353,,,
2684,1149,,,
1164,2,,,
749,900,,,
1331,802,,,
3240,664,,,
1530,46,,,
3496,496,,,
2179,1094,,,
1824,1801,,,
3110,670,,,
3335,1727,,,
4007,355,,,
4294,1927,,,
2239,1444,,,
2420,1437,,,
3317,115,,,
21,412,,,
3739,1480,,,
187,1415,,,
4030,1425,,,
2880,1204,,,
689,863,,,
839,648,,,
4235,358,,,
542,1062,,,
3825,1850,,,
4054,0,,,
3142,1502,,,
3106,1038,,,
574,1619,,,
1284,1897,,,
2326,949,,,
2507,1313,,,
2573,1582,,,
1385,1803,,,
2844,374,,,
1728,255,,,
841,936,,,
3602,885,,,
2311,1694,,,
4542,833,,,
1491,1727,,,
4362,383,,,
2051,659,,,
4339,1697,,,
2821,927,,,
3991,1769,,,
2282,1314,,,
3690,1566,,,
3732,886,,,
3643,1585,,,
2940,502,,,
3181,518,,,
2677,1964,,,
307,1747,,,
4038,707,,,
157,444,,,
3033,1403,,,
2735,1799,,,
2541,1379,,,
2208,1860,,,
1763,1367,,,
2566,450,,,
1867,1546,,,
3623,240,,,
4505,95,,,
3948,1902,,,
4132,956,,,
854,744,,,
2820,1954,,,
3443,1517,,,
1465,1348,,,
1181,1317,,,
22,853,,,
2228,561,,,
451,80,,,
4084,443,,,
3396,1362,,,
2021,1168,,,
