id,n_numbers,range,std,count_small,count_large,count_duplicates,count_even,count_odd,count_div_2,count_div_3,count_div_5,count_div_7,count_primes,distance_simple,distance_max,distance_avg,easy_pairs,log_target,expr_depth,count_add,count_sub,count_mul,count_div,noncomm_ops,numbers,target,solution
1032,4,73,31.485446373417247,1,1,0,2,2,2,0,0,1,1,76,21,23.0,1,1.7481880270062005,3,2,0,0,1,1,"[32, 19, 4, 77]",56,(32 + ((19 + 77) / 4))
1033,4,72,32.62284475639732,1,1,0,1,3,1,4,2,0,1,63,3,42.75,5,1.8920946026904804,3,1,1,1,0,1,"[3, 48, 75, 15]",78,((48 - (3 * 15)) + 75)
1034,3,54,27.055498516937366,0,2,0,0,3,0,3,0,1,0,126,24,4.0,0,1.8388490907372552,2,1,1,0,0,1,"[93, 39, 63]",69,((93 + 39) - 63)
1035,4,15,6.3508529610858835,0,4,0,2,2,2,2,1,0,1,260,25,18.5,1,1.792391689498254,3,0,2,0,1,3,"[87, 83, 80, 72]",62,(80 - (72 / (87 - 83)))
1036,4,33,15.121728296285006,0,4,0,2,2,2,1,1,1,1,300,57,45.0,0,1.6020599913279625,2,0,2,1,0,2,"[95, 84, 97, 64]",40,((95 - 97) * (64 - 84))
1037,4,74,31.67938341150808,0,1,0,3,1,3,2,0,0,0,130,53,7.75,0,1.5185139398778875,3,2,1,0,0,1,"[33, 32, 86, 12]",33,((86 - (33 + 32)) + 12)
1038,3,80,41.32795663954365,1,1,0,0,3,0,1,0,1,2,72,36,10.0,1,1.7075701760979363,2,1,1,0,0,1,"[87, 7, 29]",51,(87 - (7 + 29))
1039,4,71,29.625439518539917,0,1,0,2,2,2,1,1,0,1,91,5,45.5,1,1.9590413923210936,3,1,0,1,1,1,"[38, 86, 15, 43]",91,((38 * (86 / 43)) + 15)
1040,4,72,29.702693480558292,1,1,0,3,1,3,1,2,2,0,77,8,46.75,2,1.9444826721501687,3,0,1,1,1,2,"[42, 80, 35, 8]",88,((42 * (80 / 35)) - 8)
1041,4,29,14.165686240583852,0,4,0,2,2,2,2,2,0,1,271,60,46.0,0,1.462397997898956,2,1,1,0,1,2,"[60, 89, 85, 66]",29,((89 + 85) / (66 - 60))
1042,3,17,8.54400374531753,0,0,0,2,1,2,1,1,1,0,56,10,18.0,0,1.7403626894942439,2,1,1,0,0,1,"[45, 38, 28]",55,((45 + 38) - 28)
1043,3,57,28.919428302325294,0,1,0,2,1,2,2,1,0,0,36,20,51.333333333333336,0,1.9777236052888478,2,1,1,0,0,1,"[38, 75, 18]",95,((38 + 75) - 18)
1044,4,54,23.345235059857504,1,1,0,0,4,0,0,1,0,2,1,42,72.5,4,1.9867717342662448,2,2,0,1,0,0,"[1, 13, 29, 55]",97,((1 * 13) + (29 + 55))
1045,3,46,23.35237318418266,1,0,0,3,0,3,2,0,0,1,16,36,61.33333333333333,4,1.9242792860618816,2,1,0,1,0,0,"[2, 48, 18]",84,((2 * 18) + 48)
1046,3,44,24.090108620206205,0,2,0,2,1,2,2,0,1,0,162,39,22.66666666666667,0,1.6720978579357175,2,1,1,0,0,1,"[81, 42, 86]",47,((42 - 81) + 86)
1047,4,84,36.41428291206625,1,1,0,2,2,2,3,2,0,1,79,26,26.0,4,1.7853298350107671,3,1,0,1,1,1,"[20, 87, 3, 30]",61,((20 * (87 / 30)) + 3)
1048,3,82,41.78915329763614,1,1,0,1,2,1,2,2,0,1,60,27,18.666666666666664,1,1.7634279935629373,2,1,1,0,0,1,"[85, 30, 3]",58,((85 - 30) + 3)
1049,3,23,11.50362261782493,0,2,0,2,1,2,0,0,0,1,104,11,0.6666666666666643,0,1.7242758696007892,2,1,1,0,0,1,"[52, 41, 64]",53,((41 - 52) + 64)
1050,3,9,4.509249752822894,0,0,0,2,1,2,0,2,0,0,19,55,59.66666666666667,0,1.9030899869919435,2,0,1,1,0,1,"[20, 16, 25]",80,(16 * (25 - 20))
1051,3,42,23.96525262402492,0,2,0,2,1,2,1,1,0,0,163,42,27.66666666666667,0,1.6020599913279625,2,0,1,1,0,1,"[81, 40, 82]",40,(40 * (82 - 81))
1052,3,63,35.019042438840806,1,2,0,1,2,1,0,2,2,1,130,58,35.333333333333336,1,1.0791812460476249,2,1,1,0,0,1,"[65, 7, 70]",12,((7 - 65) + 70)
1053,4,87,42.790185790669334,1,2,0,2,2,2,3,0,0,0,151,9,27.5,1,1.9395192526186185,3,1,1,1,0,1,"[9, 39, 96, 94]",87,(9 + (39 * (96 - 94)))
1054,4,18,9.0,0,0,2,4,0,4,4,0,0,0,36,54,58.5,6,1.9542425094393248,2,2,1,0,0,1,"[18, 36, 36, 36]",90,((36 - 18) + (36 + 36))
1055,3,64,36.38681079732051,2,1,0,0,3,0,1,1,0,1,0,4,46.0,2,1.8388490907372552,2,2,0,0,0,0,"[1, 65, 3]",69,((1 + 65) + 3)
1056,4,67,28.5,1,1,0,3,1,3,1,1,0,1,68,16,46.75,2,1.9294189257142929,3,2,1,0,0,1,"[50, 32, 2, 69]",85,((50 - (32 + 2)) + 69)
1057,4,93,48.48711168960263,1,2,0,2,2,2,0,1,0,1,132,11,31.5,0,1.9344984512435677,2,0,2,1,0,2,"[22, 97, 4, 95]",86,((22 * 4) - (97 - 95))
1058,4,80,33.326665999866634,1,2,0,4,0,4,1,1,1,0,110,2,37.0,1,1.9344984512435677,3,0,2,0,1,3,"[84, 4, 50, 58]",86,(84 - ((50 - 58) / 4))
1059,3,69,38.7341365378568,0,1,0,2,1,2,1,0,1,1,36,4,40.666666666666664,0,1.8976270912904414,2,1,1,0,0,1,"[83, 18, 14]",79,((83 - 18) + 14)
1060,3,71,40.15387071420803,0,2,0,1,2,1,1,1,1,0,196,74,49.33333333333333,0,1.380211241711606,2,1,1,0,0,1,"[98, 95, 27]",24,((95 - 98) + 27)
1061,3,25,13.051181300301263,0,3,0,1,2,1,0,0,0,2,172,44,29.33333333333333,0,1.6232492903979006,2,1,1,0,0,1,"[67, 61, 86]",42,((67 + 61) - 86)
1062,4,17,7.416198487095663,0,1,0,2,2,2,3,0,1,1,150,33,22.5,0,1.3010299956639813,2,1,2,0,0,2,"[42, 39, 53, 36]",20,((42 - 39) + (53 - 36))
1063,3,88,46.49014232429637,1,2,0,3,0,3,0,0,0,0,73,5,40.333333333333336,1,1.9867717342662448,2,1,0,0,1,1,"[4, 74, 92]",97,(74 + (92 / 4))
1064,3,46,26.0,2,0,0,3,0,3,1,0,0,1,12,6,24.0,4,1.6232492903979006,2,1,1,0,0,1,"[4, 2, 48]",42,(48 - (4 + 2))
1065,4,72,34.68308905888671,2,1,0,3,1,3,1,1,0,0,36,3,48.75,3,1.8864907251724818,2,1,0,1,1,1,"[80, 9, 8, 16]",77,((80 / 16) + (9 * 8))
1066,4,18,9.069178573608527,0,2,0,1,3,1,0,2,0,2,106,24,32.75,1,1.8976270912904414,2,2,1,0,0,1,"[55, 53, 37, 40]",79,((55 - 53) + (37 + 40))
1067,3,62,34.44318994131254,2,1,0,1,2,1,1,1,0,1,57,46,6.333333333333332,0,1.2787536009528289,2,0,1,0,1,2,"[65, 8, 3]",19,((65 - 8) / 3)
1068,3,67,34.15162270424838,0,2,0,1,2,1,0,2,1,0,110,45,15.333333333333336,0,1.505149978319906,2,1,1,0,0,1,"[55, 77, 10]",32,((77 - 55) + 10)
1069,4,73,33.635298918447766,0,1,0,2,2,2,2,1,2,1,42,10,60.0,1,1.9731278535996986,2,2,1,0,0,1,"[11, 20, 84, 21]",94,((11 + 20) + (84 - 21))
1070,3,16,8.18535277187245,0,0,0,2,1,2,1,1,1,1,0,33,42.0,0,1.7993405494535817,2,2,0,0,0,0,"[30, 19, 14]",63,((30 + 19) + 14)
1071,4,80,41.08020610139795,0,2,0,3,1,3,2,0,1,1,193,74,34.75,2,1.255272505103306,2,0,1,1,1,2,"[12, 23, 92, 84]",18,((23 / 92) * (84 - 12))
1072,3,41,21.22105872319601,0,1,0,2,1,2,1,0,0,0,54,11,34.666666666666664,0,1.8976270912904414,2,1,1,0,0,1,"[38, 68, 27]",79,((38 + 68) - 27)
1073,3,42,21.501937897160182,0,1,0,2,1,2,2,0,1,0,72,13,36.666666666666664,0,1.9590413923210936,2,1,1,0,0,1,"[78, 49, 36]",91,((78 + 49) - 36)
1074,4,87,36.92672925312142,1,3,1,1,3,1,2,1,0,0,146,0,34.75,1,1.9777236052888478,3,1,1,1,0,1,"[8, 69, 95, 69]",95,((8 * (69 - 69)) + 95)
1075,3,86,43.4664621672081,1,1,0,3,0,3,0,1,0,0,96,48,1.3333333333333357,1,1.662757831681574,2,1,1,0,0,1,"[40, 94, 8]",46,(94 - (40 + 8))
1076,4,52,23.59908190304586,0,1,0,1,3,1,2,1,1,1,30,32,66.75,0,1.99563519459755,3,2,1,0,0,1,"[26, 67, 15, 21]",99,((26 + (67 - 15)) + 21)
1077,4,45,21.142374511865974,1,1,0,2,2,2,4,1,0,0,108,9,4.5,1,1.6232492903979006,3,2,1,0,0,1,"[48, 51, 6, 45]",42,((51 - (48 + 6)) + 45)
1078,3,43,21.548395145191982,0,2,0,2,1,2,0,0,1,0,136,19,3.3333333333333286,1,1.863322860120456,2,1,1,0,0,1,"[92, 68, 49]",73,((92 - 68) + 49)
1079,4,88,36.07861785970558,0,3,0,2,2,2,1,1,1,1,204,76,34.5,0,1.3424226808222062,2,0,2,0,1,3,"[61, 98, 10, 57]",22,((98 - 10) / (61 - 57))
1080,3,36,18.147543451754935,0,2,0,3,0,3,2,0,1,0,84,22,38.666666666666664,1,2.0,2,1,1,0,0,1,"[42, 78, 64]",100,((78 - 42) + 64)
1081,4,50,24.226363050748386,1,1,0,1,3,1,1,0,0,1,94,30,7.75,3,1.3222192947339193,2,2,1,0,0,1,"[1, 47, 51, 16]",21,((1 - 47) + (51 + 16))
1082,4,47,19.972898304118676,0,3,0,1,3,1,2,3,0,0,238,58,37.75,1,1.462397997898956,3,0,1,1,1,2,"[40, 87, 65, 75]",29,((87 * (65 - 40)) / 75)
1083,3,39,19.857828011475306,0,3,0,2,1,2,1,0,1,0,182,52,34.66666666666667,1,1.591064607026499,2,1,1,0,0,1,"[52, 78, 91]",39,((52 + 78) - 91)
1084,4,82,39.14396505209967,2,1,1,1,3,1,3,0,1,0,84,42,15.75,3,1.6901960800285136,3,2,1,0,0,1,"[91, 9, 9, 24]",49,(91 - (9 + (9 + 24)))
1085,3,18,10.115993936995679,2,0,0,1,2,1,2,0,1,1,7,0,11.666666666666666,1,1.3222192947339193,2,0,1,1,0,1,"[4, 21, 3]",21,((4 - 3) * 21)
1086,3,50,25.794056162870802,0,1,0,0,3,0,2,2,0,0,97,33,4.333333333333336,2,1.6232492903979006,2,1,0,0,1,1,"[75, 39, 25]",42,((75 / 25) + 39)
1087,4,96,47.34976240700686,3,1,0,2,2,2,1,1,1,3,66,56,15.0,2,1.6232492903979006,3,1,0,1,1,1,"[5, 98, 3, 2]",42,((98 / (5 + 2)) * 3)
1088,3,60,30.789608636681304,1,1,0,3,0,3,3,0,0,0,34,4,30.0,4,1.792391689498254,2,0,1,0,1,2,"[66, 6, 24]",62,(66 - (24 / 6))
1089,4,22,10.246950765959598,0,0,0,0,4,0,1,1,1,2,102,19,7.5,1,1.380211241711606,2,0,2,1,0,2,"[37, 43, 21, 25]",24,((37 - 43) * (21 - 25))
1090,3,25,12.897028081435403,0,2,0,1,2,1,1,0,0,2,132,32,21.333333333333336,1,1.5314789170422551,2,1,1,0,0,1,"[59, 41, 66]",34,((59 + 41) - 66)
1091,3,40,20.008331597945226,0,2,0,2,1,2,0,0,0,1,148,61,40.666666666666664,0,1.1139433523068367,2,1,1,0,0,1,"[74, 53, 34]",13,((53 - 74) + 34)
1092,4,66,31.595094555959157,0,2,1,1,3,1,4,0,0,0,181,49,7.75,5,1.6989700043360187,3,1,0,1,1,1,"[99, 33, 33, 66]",50,((33 + (99 * 33)) / 66)
1093,4,33,14.011899704655802,0,1,0,2,2,2,2,1,2,0,132,32,16.5,0,1.3424226808222062,3,1,1,0,1,2,"[44, 35, 54, 21]",22,(44 / ((35 - 54) + 21))
1094,3,26,13.45362404707371,0,0,0,1,2,1,1,1,0,1,30,19,30.0,0,1.7781512503836436,2,1,1,0,0,1,"[41, 34, 15]",60,((41 + 34) - 15)
1095,4,59,24.958298553119896,0,3,0,1,3,1,2,1,0,0,170,20,12.25,0,1.863322860120456,3,2,1,0,0,1,"[65, 34, 51, 93]",73,((65 - (34 + 51)) + 93)
1096,4,79,37.045017658699166,0,1,0,2,2,2,2,2,1,0,100,9,42.5,2,1.9542425094393248,2,2,1,0,0,1,"[21, 20, 99, 50]",90,((21 + 20) + (99 - 50))
1097,4,29,13.450526631573451,0,0,0,3,1,3,1,1,0,0,31,26,44.75,2,1.845098040014257,3,0,2,1,0,2,"[44, 15, 26, 16]",70,(44 - ((15 - 16) * 26))
1098,4,40,18.40289832245635,2,0,0,4,0,4,1,0,2,1,60,22,0.0,7,1.3010299956639813,3,0,2,1,0,2,"[2, 28, 8, 42]",20,((2 * (42 - 28)) - 8)
1099,4,66,28.77498913987632,1,1,0,0,4,0,0,0,1,4,58,3,38.0,1,1.845098040014257,2,2,1,0,0,1,"[19, 29, 73, 7]",70,((19 - 29) + (73 + 7))
1100,3,51,28.61817604250837,2,1,0,2,1,2,0,1,1,1,0,13,46.0,1,1.8388490907372552,2,2,0,0,0,0,"[8, 56, 5]",69,((8 + 56) + 5)
1101,3,94,53.70288632839021,2,1,0,3,0,3,1,0,0,1,90,84,22.0,4,1.0791812460476249,2,0,0,1,1,1,"[96, 4, 2]",12,(96 / (4 * 2))
1102,3,71,35.510561809129406,1,1,0,2,1,2,1,1,0,0,76,34,2.0,0,1.6127838567197355,2,1,1,0,0,1,"[75, 4, 38]",41,((75 + 4) - 38)
1103,4,82,37.51777356578257,0,2,0,1,3,1,2,0,0,1,204,80,36.75,2,1.2787536009528289,2,0,1,1,1,2,"[99, 33, 74, 17]",19,((33 / 99) * (74 - 17))
1104,4,56,25.61900336338893,0,2,0,2,2,2,2,0,0,1,95,6,23.5,1,1.7993405494535817,3,0,1,1,1,2,"[69, 52, 13, 24]",63,(69 - ((13 / 52) * 24))
1105,3,32,16.09347693943108,0,0,0,2,1,2,1,0,0,1,58,13,4.0,1,1.5440680443502757,2,1,1,0,0,1,"[48, 29, 16]",35,((48 - 29) + 16)
1106,4,83,37.5987588447633,0,1,0,2,2,2,1,0,0,1,121,61,5.5,1,1.5185139398778875,3,2,0,0,1,1,"[27, 94, 22, 11]",33,(22 + ((27 + 94) / 11))
1107,3,10,5.033222956847167,0,0,0,0,3,0,2,0,1,1,42,6,10.666666666666668,0,1.568201724066995,2,1,1,0,0,1,"[31, 27, 21]",37,((31 + 27) - 21)
1108,4,94,39.978119015281344,1,1,0,3,1,3,1,0,0,2,135,60,6.75,2,1.5563025007672873,3,1,1,0,1,2,"[26, 2, 96, 47]",36,(96 - ((26 / 2) + 47))
1109,4,39,18.44812546936228,0,1,0,2,2,2,2,2,1,1,194,52,24.5,0,1.505149978319906,2,1,2,0,0,2,"[50, 84, 45, 47]",32,((84 - 50) + (45 - 47))
1110,3,26,13.114877048604,0,2,0,3,0,3,1,2,1,0,140,36,24.0,1,1.5314789170422551,2,1,1,0,0,1,"[70, 44, 60]",34,((44 - 70) + 60)
1111,3,68,34.239353576452544,0,1,0,1,2,1,0,1,0,1,122,61,24.666666666666664,1,1.380211241711606,2,1,1,0,0,1,"[17, 44, 85]",24,(85 - (17 + 44))
1112,3,35,18.175074506954115,0,0,0,1,2,1,1,2,0,1,82,26,11.333333333333336,0,1.380211241711606,2,1,1,0,0,1,"[41, 50, 15]",24,((50 - 41) + 15)
1113,4,80,42.20090836305146,0,2,0,1,3,1,2,2,0,1,185,77,34.25,0,1.2041199826559248,3,1,1,0,1,2,"[13, 80, 93, 15]",16,((13 / (93 - 80)) + 15)
1114,4,66,33.29038900343461,0,2,0,1,3,1,3,1,0,1,219,59,29.25,2,1.5314789170422551,3,1,1,0,1,2,"[27, 90, 93, 43]",34,((27 / (90 - 93)) + 43)
1115,3,40,20.29778313018444,0,2,0,3,0,3,1,0,1,0,136,26,8.0,2,1.7481880270062005,2,1,1,0,0,1,"[68, 82, 42]",56,((82 - 68) + 42)
1116,3,51,25.579940057266224,0,1,0,1,2,1,1,1,0,1,46,22,48.666666666666664,0,1.9822712330395684,2,1,1,0,0,1,"[74, 45, 23]",96,((74 + 45) - 23)
1117,4,62,26.913441499245938,1,1,0,2,2,2,0,2,1,2,127,44,14.5,1,1.3617278360175928,2,1,1,1,0,1,"[50, 5, 28, 67]",23,((5 * 28) - (50 + 67))
1118,3,39,20.42057785666214,0,1,0,2,1,2,3,0,0,0,96,30,14.0,0,1.4313637641589874,2,1,1,0,0,1,"[18, 48, 57]",27,((18 - 48) + 57)
1119,4,88,40.665300523501195,1,1,0,2,2,2,1,2,0,1,97,56,3.5,1,1.568201724066995,3,0,2,1,0,2,"[5, 26, 10, 93]",37,((26 * (10 - 5)) - 93)
1120,4,56,25.409971795865232,0,2,0,2,2,2,2,1,0,0,134,36,3.5,0,1.6020599913279625,3,0,2,1,0,2,"[76, 51, 27, 20]",40,((51 - (76 - 27)) * 20)
1121,4,84,38.47076812334269,0,1,0,0,4,0,3,1,1,1,104,31,25.0,1,1.8325089127062364,3,2,1,0,0,1,"[15, 21, 37, 99]",68,((21 - (15 + 37)) + 99)
1122,4,24,10.90489186863706,0,0,0,3,1,3,1,0,1,1,43,38,46.25,1,1.8808135922807914,3,1,1,1,0,1,"[36, 31, 14, 38]",76,((31 * (38 - 36)) + 14)
1123,3,38,20.647840887931437,0,3,0,2,1,2,1,2,0,0,180,43,28.66666666666667,0,1.6720978579357175,2,1,1,0,0,1,"[85, 90, 52]",47,((85 - 90) + 52)
1124,3,65,35.679125549822544,0,1,0,2,1,2,1,0,0,1,34,7,48.0,0,1.9493900066449128,2,1,1,0,0,1,"[17, 24, 82]",89,((24 - 17) + 82)
1125,3,27,14.0118997046558,0,1,0,1,2,1,2,0,1,1,72,7,22.666666666666664,0,1.845098040014257,2,1,1,0,0,1,"[36, 43, 63]",70,((43 - 36) + 63)
1126,3,65,35.0,1,1,0,1,2,1,1,0,0,1,18,10,50.0,0,1.9242792860618816,2,1,1,0,0,1,"[9, 74, 19]",84,((74 - 9) + 19)
1127,4,18,8.220908303425682,2,0,0,1,3,1,0,1,1,2,42,62,71.25,4,1.9084850188786497,3,0,1,2,0,1,"[5, 1, 14, 19]",81,((5 * (1 * 19)) - 14)
1128,4,61,30.490435658853198,0,2,0,2,2,2,1,1,0,1,160,46,14.5,0,1.5314789170422551,2,2,1,0,0,1,"[19, 80, 26, 69]",34,((19 - 80) + (26 + 69))
1129,4,75,35.12240500497273,2,1,0,3,1,3,2,0,2,1,95,45,0.25,3,1.505149978319906,3,1,1,0,1,2,"[6, 77, 42, 2]",32,(77 - ((6 / 2) + 42))
1130,4,50,23.89386253134195,0,1,0,3,1,3,1,2,1,1,86,19,9.25,2,1.6127838567197355,2,2,1,0,0,1,"[60, 10, 14, 43]",41,((60 + 10) + (14 - 43))
1131,4,70,30.138568866708543,0,3,0,2,2,2,2,4,0,0,173,13,14.5,2,1.8864907251724818,3,1,1,0,1,2,"[20, 65, 90, 75]",77,((90 / (65 - 20)) + 75)
1132,3,3,1.5275252316519465,0,0,0,2,1,2,2,1,1,0,56,1,0.6666666666666679,0,1.462397997898956,2,1,1,0,0,1,"[28, 30, 27]",29,((30 - 28) + 27)
1133,3,53,28.36077102854105,0,2,0,2,1,2,2,1,1,0,37,27,47.666666666666664,0,1.9542425094393248,2,0,1,1,0,1,"[63, 10, 54]",90,((63 - 54) * 10)
1134,3,7,3.605551275463989,0,3,0,2,1,2,1,1,2,0,140,2,6.0,0,1.8976270912904414,2,1,1,0,0,1,"[72, 70, 77]",79,((72 - 70) + 77)
1135,3,90,50.846173241782246,1,2,0,0,3,0,1,0,1,2,169,69,37.66666666666667,2,1.4471580313422192,2,0,1,1,0,1,"[93, 97, 7]",28,((97 - 93) * 7)
1136,4,67,35.64991818597438,0,2,0,1,3,1,1,0,1,2,186,25,8.25,2,1.863322860120456,2,2,1,0,0,1,"[93, 31, 98, 37]",73,((31 - 93) + (98 + 37))
1137,4,91,39.20352875273687,1,1,0,3,1,3,1,1,0,0,76,14,41.75,1,1.9084850188786497,2,1,2,0,0,2,"[34, 24, 95, 4]",81,((24 - 34) + (95 - 4))
1138,4,72,33.36165463522455,0,1,0,4,0,4,0,1,1,0,118,58,8.5,2,1.4471580313422192,3,2,0,0,1,1,"[86, 20, 26, 14]",28,(20 + ((86 + 26) / 14))
1139,3,35,19.39931270260195,1,0,0,2,1,2,2,0,0,0,32,11,11.333333333333332,0,1.5185139398778875,2,0,0,1,1,1,"[12, 44, 9]",33,((44 / 12) * 9)
1140,4,96,42.015870017569945,1,1,0,4,0,4,2,0,2,1,60,2,60.0,7,2.0,3,2,0,0,1,1,"[2, 98, 42, 18]",100,(42 + ((98 + 18) / 2))
1141,4,14,5.909032633745278,0,0,0,1,3,1,2,0,1,2,119,1,4.75,2,1.662757831681574,3,1,1,0,1,2,"[42, 47, 33, 43]",46,((42 / (47 - 33)) + 43)
1142,3,32,16.258331197676263,0,2,0,1,2,1,2,1,0,0,66,21,35.333333333333336,0,1.9344984512435677,2,1,1,0,0,1,"[65, 54, 33]",86,((65 + 54) - 33)
1143,3,21,11.590225767142474,0,3,0,2,1,2,1,1,0,0,132,2,11.333333333333329,1,1.919078092376074,2,1,1,0,0,1,"[64, 66, 85]",83,((64 - 66) + 85)
1144,3,30,15.534906930308058,0,3,0,0,3,0,1,0,0,2,162,22,9.333333333333329,2,1.8260748027008264,2,1,1,0,0,1,"[89, 59, 81]",67,((89 + 59) - 81)
1145,4,84,41.25934237640408,1,2,0,0,4,0,2,0,0,2,95,6,41.5,2,1.9395192526186185,3,0,2,0,1,3,"[93, 67, 13, 9]",87,(93 - ((67 - 13) / 9))
1146,3,10,5.773502691896257,0,0,1,0,3,0,1,0,0,2,33,1,7.666666666666668,1,1.4471580313422192,2,1,0,0,1,1,"[27, 17, 17]",28,(27 + (17 / 17))
1147,4,73,33.65511352924941,1,1,0,2,2,2,2,1,1,0,8,23,73.0,1,2.0,3,2,1,0,0,1,"[12, 77, 4, 15]",100,((12 + (77 - 4)) + 15)
1148,3,42,21.031722072463143,0,3,0,1,2,1,1,1,0,1,194,61,40.66666666666667,0,1.5563025007672873,2,1,1,0,0,1,"[55, 97, 78]",36,((55 - 97) + 78)
1149,4,38,15.96610994158147,0,1,0,3,1,3,2,0,1,1,140,41,25.25,1,1.1139433523068367,2,2,1,0,0,1,"[41, 42, 54, 16]",13,((41 + 42) - (54 + 16))
1150,4,24,11.40175425099138,1,0,0,2,2,2,1,1,2,2,31,34,41.0,1,1.8129133566428555,2,2,0,0,1,1,"[7, 28, 30, 31]",65,((28 / 7) + (30 + 31))
1151,4,83,40.65300316909769,1,2,0,2,2,2,1,0,1,1,176,67,26.0,0,1.380211241711606,3,2,0,0,1,1,"[8, 91, 23, 78]",24,((91 + (23 + 78)) / 8)
1152,3,50,28.86751345948129,1,2,1,3,0,3,0,0,0,1,28,26,42.666666666666664,3,1.8920946026904804,2,1,0,0,1,1,"[52, 2, 52]",78,((52 / 2) + 52)
1153,4,58,25.852143689321654,1,2,0,2,2,2,2,1,0,1,110,5,26.5,0,1.8573324964312685,3,2,1,0,0,1,"[9, 67, 46, 60]",72,((67 - (9 + 46)) + 60)
1154,4,71,29.44344862047696,1,1,0,1,3,1,1,0,0,3,66,6,33.75,1,1.8260748027008264,3,2,1,0,0,1,"[2, 31, 27, 73]",67,((27 - (2 + 31)) + 73)
1155,4,36,16.34013463836819,0,4,0,2,2,2,1,0,1,1,233,7,5.5,1,1.9294189257142929,3,1,1,0,1,2,"[92, 81, 56, 89]",85,(92 + (56 / (81 - 89)))
1156,4,57,29.409465596414137,1,2,0,3,1,3,2,0,1,0,105,24,5.25,1,1.6232492903979006,3,1,0,1,1,1,"[9, 14, 58, 66]",42,((66 + (9 * 58)) / 14)
1157,3,87,47.37439533475159,1,2,0,2,1,2,2,0,0,0,164,76,43.333333333333336,0,1.2304489213782739,2,1,1,0,0,1,"[82, 6, 93]",17,((6 - 82) + 93)
1158,3,92,50.01333155602947,1,1,0,3,0,3,1,0,0,0,16,4,61.333333333333336,5,2.0,2,1,0,0,1,1,"[4, 96, 16]",100,(96 + (16 / 4))
1159,4,53,22.86737122335374,0,2,0,1,3,1,1,1,0,2,127,18,2.75,0,1.662757831681574,3,1,1,0,1,2,"[11, 64, 45, 53]",46,((11 / (64 - 53)) + 45)
1160,3,30,15.394804318340652,0,2,0,1,2,1,0,0,2,1,112,9,8.0,0,1.8325089127062364,2,1,1,0,0,1,"[56, 77, 47]",68,((77 - 56) + 47)
1161,3,66,33.12602199681292,1,1,0,0,3,0,2,0,0,2,62,28,6.666666666666664,2,1.6127838567197355,2,1,1,0,0,1,"[3, 69, 31]",41,((3 + 69) - 31)
1162,3,71,39.88734135035826,1,2,0,2,1,2,1,1,0,0,129,44,19.0,0,1.5563025007672873,2,0,1,1,0,1,"[80, 76, 9]",36,((80 - 76) * 9)
1163,4,93,47.22287581247038,1,2,0,2,2,2,1,1,0,1,202,81,40.0,1,1.146128035678238,2,1,1,0,1,2,"[93, 2, 26, 95]",14,((2 + 26) / (95 - 93))
1164,3,48,24.027761721253466,0,2,0,3,0,3,0,1,0,0,116,26,2.6666666666666643,1,1.7323937598229686,2,1,1,0,0,1,"[58, 80, 32]",54,((80 - 58) + 32)
1165,3,16,8.326663997864532,1,0,0,3,0,3,2,0,0,0,29,9,0.3333333333333339,3,1.1760912590556813,2,1,0,0,1,1,"[8, 24, 12]",15,((24 / 8) + 12)
1166,4,43,18.997806890972093,0,3,0,1,3,1,1,2,0,1,153,11,26.25,1,1.9344984512435677,2,0,2,1,0,2,"[65, 75, 67, 32]",86,((65 - 67) * (32 - 75))
1167,4,57,26.444911293731604,1,1,0,2,2,2,2,0,0,1,22,24,62.0,2,1.9542425094393248,2,2,1,0,0,1,"[66, 9, 26, 11]",90,((66 + 9) + (26 - 11))
1168,3,29,14.52583904633395,0,2,0,1,2,1,1,0,0,1,76,13,28.0,0,1.9030899869919435,2,1,1,0,0,1,"[51, 67, 38]",80,((51 + 67) - 38)
1169,3,31,15.716233645501712,0,2,0,2,1,2,1,0,0,1,158,42,28.0,0,1.568201724066995,2,1,1,0,0,1,"[68, 48, 79]",37,((68 + 48) - 79)
1170,3,60,32.145502536643185,1,1,0,0,3,0,2,0,1,2,26,10,26.666666666666668,1,1.7242758696007892,2,1,1,0,0,1,"[3, 13, 63]",53,((3 - 13) + 63)
1171,4,62,31.085902485424697,2,2,0,4,0,4,0,0,0,1,113,51,18.5,6,1.1139433523068367,2,0,0,2,1,1,"[52, 64, 2, 8]",13,((52 / 64) * (2 * 8))
1172,4,70,30.280631873636104,0,1,0,1,3,1,1,0,0,2,80,4,45.25,2,1.9395192526186185,3,2,1,0,0,1,"[27, 44, 13, 83]",87,((44 - (27 + 13)) + 83)
1173,3,41,22.143471573656498,0,1,0,2,1,2,0,0,0,1,64,6,31.333333333333336,1,1.8976270912904414,2,1,1,0,0,1,"[73, 38, 32]",79,((73 + 38) - 32)
1174,3,59,30.36994127971494,1,1,0,1,2,1,1,1,0,1,58,29,4.666666666666668,0,1.5563025007672873,2,1,1,0,0,1,"[23, 65, 6]",36,(65 - (23 + 6))
1175,4,31,14.38459824488215,0,0,0,3,1,3,1,1,0,1,26,51,64.75,0,1.9777236052888478,2,2,1,0,0,1,"[40, 13, 44, 24]",95,((40 - 13) + (44 + 24))
